x,y
1.8727005942368125,6.94525406833418
4.75357153204958,58.855759190752956
3.6599697090570253,18.851841459278745
2.993292420985183,8.470112736576104
0.7800932022121826,6.301772155329987
0.7799726016810132,2.5085147931515515
0.2904180608409973,1.6347006983847914
4.330880728874676,43.29121231021648
3.005575058716044,11.817005294768633
3.540362888980227,8.42451378605413
0.10292247147901223,2.1746225833278934
4.8495492608099715,61.916001208151755
4.162213204002109,28.72213149140844
1.0616955533913808,4.504016012579043
0.9091248360355031,6.396072259947809
0.9170225492671691,5.907315702126863
1.5212112147976886,1.9072043675467318
2.6237821581611893,5.347824436219582
2.1597250932105787,5.990694272754959
1.4561457009902097,7.022423143410689
3.0592644736118975,8.260066785083827
0.6974693032602092,0.07603659322479439
1.4607232426760908,3.37713741578526
1.8318092164684585,2.8584454615710513
2.28034992108518,8.95268014935537
3.925879806965068,32.13003144272203
0.9983689107917987,0.9968752332322308
2.571172192068058,11.558239027790304
2.9620728443102124,11.477187592115248
0.23225206359998862,2.594879947388697
3.0377242595071916,12.235839237333005
0.8526206184364576,8.863075939605253
0.3252579649263976,0.5130636661498515
4.7444276862666666,65.29422017306408
4.828160165372797,49.39167697093008
4.041986740582305,32.5791896378189
1.5230688458668533,2.728374442071448
0.48836057003191935,0.6802155802083991
3.4211651325607844,15.761330482389868
2.2007624686980067,5.421895866115649
0.6101911742238941,0.17796780145769286
2.475884550556351,7.731673724262598
0.17194260557609198,7.98327505825009
4.546602010393911,44.564345951359954
1.2938999080000846,2.218977138920657
3.31261142176991,11.219581303488786
1.5585553804470549,6.952986349600835
2.600340105889054,8.377914503485034
2.7335513967163982,5.044917476906635
0.9242722776276352,3.826354019570923
